device,dev_type,parameter,published,fd_alone,surrogate_raw,surrogate_paired_fd,surrogate_fd,fd_alone_percent_of_published,surrogate_raw_percent_of_published,surrogate_paired_fd_percent_of_published,surrogate_fd_percent_of_published,surrogate_paired_polish_delta_percent_of_published,surrogate_production_delta_percent_of_published
pmos_L8_W0p84,pmos,eta0,0.2,0.2,0.18886513488141457,0.18886513488141457,0.18886513488141457,0.0,-5.56743255929272,-5.56743255929272,-5.56743255929272,0.0,0.0
pmos_L8_W1p6,pmos,vth0,-1.19863,-1.19863,-1.1778064278453264,-1.1861809741408664,-1.186142769196058,0.0,1.7372810754506123,1.038604561802529,1.041791946133677,-0.6986765136480831,-0.6954891293169351
pmos_L8_W1p6,pmos,u0,0.0253613,0.0253613,0.02285231811908203,0.022825175066731228,0.022825174036309903,0.0,-9.892954544593419,-9.999980021800033,-9.99998408476733,-0.10702547720661434,-0.10702954017390962
pmos_L8_W1p6,pmos,nfactor,28.1435,28.1435,25.37358113333676,25.32917573636605,25.32929897868545,0.0,-9.84212648271622,-9.999908553072466,-9.999470646204449,-0.15778207035624528,-0.15734416348822808
pmos_L8_W1p6,pmos,vsat,545069000.0,545069000.0,597010467.5841326,597043608.4857413,596924299.0256013,0.0,9.529338044198543,9.53541817379841,9.513529300987814,0.006080129599868186,-0.015808743210728244
pmos_L8_W1p6,pmos,delta,0.0190143,0.0190143,0.02044412135283144,0.020915689357793477,0.0209156974625559,0.0,7.519715965517737,9.999786254521467,9.999828879085207,2.4800702890037303,2.480112913567473
pmos_L8_W1p6,pmos,rdsw,12085.3,12085.3,13264.699889217296,13293.827704560212,13293.829065685653,0.0,9.758962452047502,9.999981006348312,9.99999226900163,0.24101855430080935,0.24102981695412942
pmos_L8_W1p6,pmos,eta0,0.2,0.2,0.18921694952738152,0.18921694952738152,0.1883386381045956,0.0,-5.391525236309245,-5.391525236309245,-5.830680947702199,0.0,-0.43915571139295506
pmos_L8_W5,pmos,vth0,-1.15426,-1.15426,-1.1398387491782318,-1.1417617591256217,-1.1417055875741258,0.0,1.2493936220408106,1.0827925141976973,1.0876589698919044,-0.1666011078431133,-0.1617346521489063
pmos_L8_W5,pmos,u0,0.0297324,0.0297324,0.026786721171897447,0.026786689911020928,0.026787630683285962,0.0,-9.907302565896302,-9.907407706673768,-9.904243575069744,-0.00010514077746611277,0.0030589908265568674
pmos_L8_W5,pmos,nfactor,26.7794,26.7794,24.170634874425122,24.170642847928846,24.17270347478867,0.0,-9.741686242316396,-9.741656467550253,-9.733961646681143,2.9774766140936303e-05,0.007724595635252602
pmos_L8_W5,pmos,vsat,742513000.0,742513000.0,811758425.1259785,811758425.1612009,811854633.9811021,0.0,9.325819901601516,9.325819906345194,9.338777096307014,4.7436760239484945e-09,0.012957194705498639
pmos_L8_W5,pmos,delta,0.0118184,0.0118184,0.012915887660099636,0.012915948942513881,0.012947964170954115,0.0,9.286262608302613,9.286781142234833,9.557674227933688,0.0005185339322211108,0.27141161963107685
pmos_L8_W5,pmos,rdsw,15653.0,15653.0,17201.677827567844,17201.68770371751,17201.008432365466,0.0,9.893808391796105,9.893871486089,9.889531925927722,6.309429289289417e-05,-0.004276465868382594
